0,696.707,137.44287,1.9783157,0.6432203
1,696.93475,137.39624,1.9920906,0.6504519
2,696.93475,137.39624,1.9920906,0.6504519
3,696.6609,137.32446,1.9932715,0.65235233
4,696.6609,137.32446,1.9932715,0.65235233
5,696.7399,137.1972,1.9828125,0.64342266
6,696.7399,137.1972,1.9828125,0.64342266
7,697.23016,137.37703,1.9751762,0.6181269
8,697.23016,137.37703,1.9751762,0.6181269
9,697.4699,137.27776,1.988211,0.6260986
10,697.4699,137.27776,1.988211,0.6260986
11,696.9693,137.2262,2.00561,0.63994527
12,696.9693,137.2262,2.00561,0.63994527
13,696.9621,137.02954,2.0089858,0.64864916
14,696.9621,137.02954,2.0089858,0.64864916
15,696.5339,137.19237,2.0481539,0.68778545
16,696.5339,137.19237,2.0481539,0.68778545
17,696.5339,137.19237,2.0481539,0.68778545
18,696.5054,137.15833,2.0600193,0.7008727
19,696.89105,137.49889,2.0765674,0.71727717
20,696.89105,137.49889,2.0765674,0.71727717
21,689.64276,135.91025,2.0781908,0.7191613
22,689.64276,135.91025,2.0781908,0.7191613
23,689.64276,135.91025,2.0781908,0.7191613
24,673.11774,132.9371,2.0899498,0.73444486
25,673.11774,132.9371,2.0899498,0.73444486
26,657.74677,130.1399,2.08985,0.73433167
27,657.74677,130.1399,2.08985,0.73433167
28,643.81195,127.25967,2.0798059,0.7250265
29,643.81195,127.25967,2.0798059,0.7250265
30,639.00385,126.48958,2.081558,0.72294295
31,639.00385,126.48958,2.081558,0.72294295
32,640.7403,126.56228,2.0867505,0.73014677
33,640.7403,126.56228,2.0867505,0.73014677
34,642.05096,126.93656,2.0519369,0.687665
35,642.05096,126.93656,2.0519369,0.687665
36,642.3091,127.10716,2.039872,0.6738582
37,642.3091,127.10716,2.039872,0.6738582
38,642.5892,127.15195,2.0371487,0.6706275
39,642.6423,127.233925,2.0271542,0.6636055
40,642.513,127.15363,2.0386767,0.6760017
41,642.513,127.15363,2.0386767,0.6760017
42,638.0157,126.4013,2.0095181,0.6389913
43,638.0157,126.4013,2.0095181,0.6389913
44,624.4913,123.8666,2.0054252,0.6368592
45,624.4913,123.8666,2.0054252,0.6368592
46,608.4307,120.476524,2.0074809,0.6390013
47,608.4307,120.476524,2.0074809,0.6390013
48,593.04376,117.44124,2.0105278,0.6427673
49,593.04376,117.44124,2.0105278,0.6427673
50,579.529,114.93348,1.999843,0.6325661
51,579.529,114.93348,1.999843,0.6325661
52,575.7403,114.154175,1.9870318,0.62427795
53,575.7403,114.154175,1.9870318,0.62427795
54,576.8696,114.394806,1.985258,0.6221935
55,576.8696,114.394806,1.985258,0.6221935
56,577.6125,114.492744,1.9607977,0.6385304
57,577.6125,114.492744,1.9607977,0.6385304
58,577.66693,114.420364,1.9272232,0.6891192
59,577.66693,114.420364,1.9272232,0.6891192
60,578.01636,114.372025,1.9027739,0.7901279
61,578.01636,114.372025,1.9027739,0.7901279
62,577.61206,114.34738,1.861535,0.9522537
63,577.61206,114.34738,1.861535,0.9522537
64,569.3128,113.07307,1.8439798,1.0018414
65,569.3128,113.07307,1.8439798,1.0018414
66,558.06537,110.91497,1.8222173,0.99010724
67,558.06537,110.91497,1.8222173,0.99010724
68,546.387,108.66964,1.8277216,1.007596
69,546.387,108.66964,1.8277216,1.007596
70,534.60834,106.43884,1.836862,0.97420764
71,534.60834,106.43884,1.836862,0.97420764
72,526.2817,104.98085,1.8428293,0.97550064
73,526.2817,104.98085,1.8428293,0.97550064
74,524.7872,104.64955,1.8303881,0.97016513
75,524.7872,104.64955,1.8303881,0.97016513
76,527.5932,105.111465,1.8345209,0.95045
77,527.5932,105.111465,1.8345209,0.95045
78,527.90265,104.895645,1.8548088,0.9786382
79,527.90265,104.895645,1.8548088,0.9786382
80,527.48145,104.95373,1.8474702,0.9995727
81,527.48145,104.95373,1.8474702,0.9995727
82,527.68524,105.08856,1.8493665,0.97586143
83,527.68524,105.08856,1.8493665,0.97586143
84,527.2441,105.063614,1.8469585,0.97539675
85,527.2441,105.063614,1.8469585,0.97539675
86,520.8401,105.254005,1.8243898,0.9848794
87,520.8401,105.254005,1.8243898,0.9848794
88,508.5651,105.218666,1.839374,0.96583295
89,508.5651,105.218666,1.839374,0.96583295
90,494.94955,104.944855,1.8411988,0.98921716
91,494.94955,104.944855,1.8411988,0.98921716
92,485.10843,105.787094,1.8511597,0.97946286
93,485.10843,105.787094,1.8511597,0.97946286
94,478.61392,106.48499,1.8487877,0.9740394
95,478.61392,106.48499,1.8487877,0.9740394
96,478.10498,106.69837,1.8793286,0.95122665
97,478.10498,106.69837,1.8793286,0.95122665
98,479.88367,106.77333,1.9050561,0.8941375
99,479.88367,106.77333,1.9050561,0.8941375
100,479.69275,106.714775,1.9374856,0.8048924
101,479.69275,106.714775,1.9374856,0.8048924
102,479.50577,106.61415,1.9809289,0.7455471
103,479.50577,106.61415,1.9809289,0.7455471
104,479.11087,106.51219,2.0219357,0.7095874
105,479.11087,106.51219,2.0219357,0.7095874
106,475.23538,105.81007,2.051839,0.70895964
107,475.23538,105.81007,2.051839,0.70895964
108,466.15848,104.93397,2.0406437,0.6854827
109,466.15848,104.93397,2.0406437,0.6854827
110,451.7489,102.73037,2.042,0.6839615
111,451.7489,102.73037,2.042,0.6839615
112,436.5455,100.17714,2.0533228,0.69945294
113,436.5455,100.17714,2.0533228,0.69945294
114,436.5455,100.17714,2.0533228,0.69945294
115,421.83813,97.81179,2.0498571,0.70058745
116,421.83813,97.81179,2.0498571,0.70058745
117,413.71603,96.18697,2.0623085,0.70284605
118,413.71603,96.18697,2.0623085,0.70284605
119,410.0779,95.23795,2.0918195,0.7375853
120,408.03287,95.23707,2.052854,0.6994451
121,408.03287,95.23707,2.052854,0.6994451
122,408.03287,95.23707,2.052854,0.6994451
123,404.4247,94.959656,1.9812661,0.72074497
124,404.4247,94.959656,1.9812661,0.72074497
125,400.5458,94.71171,1.9024922,0.8650995
126,396.7527,94.55617,1.8670082,0.96131283
127,396.7527,94.55617,1.8670082,0.96131283
128,396.7527,94.55617,1.8670082,0.96131283
129,389.504,93.85961,1.8682537,0.9672031
130,379.4586,90.67221,1.858765,0.98332286
131,379.4586,90.67221,1.858765,0.98332286
132,367.58987,86.358376,1.8485909,0.97718793
133,367.58987,86.358376,1.8485909,0.97718793
134,358.9561,83.291725,1.869836,0.96835935
135,358.9561,83.291725,1.869836,0.96835935
136,349.85925,80.56255,1.8856053,0.9561775
137,349.85925,80.56255,1.8856053,0.9561775
138,349.85925,80.56255,1.8856053,0.9561775
139,343.74454,78.33518,1.8952293,0.97306573
140,343.74454,78.33518,1.8952293,0.97306573
141,343.3497,78.221054,1.9157153,0.9155263
142,343.3497,78.221054,1.9157153,0.9155263
143,345.06433,78.33536,1.9588828,0.82271427
144,345.06433,78.33536,1.9588828,0.82271427
145,345.1622,78.47516,2.0200694,0.73987436
146,345.1622,78.47516,2.0200694,0.73987436
147,345.12405,78.40897,2.087097,0.7438973
148,345.12405,78.40897,2.087097,0.7438973
149,344.98965,78.25342,2.0372152,0.67719954
150,344.98965,78.25342,2.0372152,0.67719954
151,342.51794,78.28562,2.0167692,0.66194147
152,342.51794,78.28562,2.0167692,0.66194147
153,334.9937,77.38258,2.0134466,0.65611756
154,323.05264,75.26961,2.0197427,0.6635753
155,323.05264,75.26961,2.0197427,0.6635753
156,310.83484,72.82228,2.0206094,0.668344
157,310.83484,72.82228,2.0206094,0.668344
158,310.83484,72.82228,2.0206094,0.668344
159,300.13925,71.09217,2.021671,0.6688773
160,300.13925,71.09217,2.021671,0.6688773
161,295.79932,71.29744,2.0432224,0.6862906
162,293.76102,71.41404,2.0689967,0.7175902
163,293.76102,71.41404,2.0689967,0.7175902
164,290.03543,71.51826,2.0299852,0.7045933
165,290.03543,71.51826,2.0299852,0.7045933
