16,0.0
99,0.0
183,6.90154
266,0.0
349,10.736052
433,0.0
516,11.1417675
599,0.0
683,11.336451
766,0.0
849,11.078021
933,0.0
1016,10.986223
1099,0.0
1183,10.772008
1266,0.0
1349,11.567948
1433,0.0
1516,10.907155
1599,0.0
1683,11.484961
1766,0.0
1849,10.859363
1933,0.0
2016,10.6628275
2099,0.0
2183,11.62291
2266,0.0
2349,10.884152
2433,0.0
2516,11.430693
2599,0.0
2683,11.271221
2766,0.0
2849,10.604031
2933,0.0
3016,11.585401
3100,0.0
3183,10.7617445
3266,0.0
3349,11.024077
3433,0.0
3516,11.061588
3599,0.0
3683,7.5529423
3766,0.0
3849,2.719299
3934,0.0
4016,2.1064703
4099,0.0
4183,2.101415
4266,0.0
4349,9.255294
4433,0.0
4516,10.300449
4599,0.0
4683,6.2576947
4766,0.0
4849,2.162568
4933,0.0
5016,2.7086039
5099,0.0
5183,6.4932203
5266,0.0
5349,5.3070655
5433,0.0
5516,1.4105906
5599,0.0
5683,4.117558
5769,0.0
5849,10.591615
5933,0.0
6016,10.879338
6099,0.0
6183,10.93431
6266,0.0
6350,11.571496
6433,0.0
6516,10.378488
6599,0.0
6683,11.338047
6766,0.0
6849,11.496896
6933,0.0
7016,10.676296
7099,0.0
7183,11.215156
7266,0.0
7349,10.887554
7433,0.0
7516,11.783315
7599,0.0
7683,10.290936
7766,0.0
7849,10.9162
7933,0.0
8016,11.223405
8099,0.0
8183,10.991724
8266,0.0
8349,11.328647
8433,0.0
8516,11.127499
8599,0.0
8683,11.585017
8766,0.0
8849,10.5777025
8933,0.0
9016,10.642483
9099,0.0
9183,11.933352
9266,0.0
9349,11.204137
9433,0.0
9516,10.629288
9599,0.0
9683,10.646755
9766,0.0
9849,11.132968
9933,0.0
10016,11.501981
10099,0.0
10183,11.304622
10266,0.0
10349,10.6457
10433,0.0
10516,11.638939
10599,0.0
10683,10.563516
10766,0.0
10849,11.001727
10933,0.0
11016,10.844707
11100,0.0
11183,11.399342
11266,0.0
11349,11.206014
11433,0.0
11516,11.279833
11599,0.0
11683,10.73951
11766,0.0
11849,10.854382
11933,0.0
12016,10.899936
12099,0.0
12183,11.702494
12266,0.0
12349,11.027255
12433,0.0
12516,10.648375
12599,0.0
12683,11.036801
12766,0.0
12849,11.427769
12933,0.0
13016,10.89148
13099,0.0
13183,11.45787
13267,0.0
13349,10.882482
13433,0.0
13516,10.9745
13599,0.0
13683,10.962842
13766,0.0
13849,11.214531
13933,0.0
14016,10.892167
14099,0.0
14183,11.170676
14266,0.0
14349,8.77147
14433,0.0
14516,0.5629408
14599,0.0
14683,9.689397
14766,0.0
14849,11.284695
14933,0.0
15016,4.0738015
15099,0.0
15183,2.8452795
15266,0.0
15349,11.1463785
15433,0.0
15516,10.841413
15599,0.0
15683,11.203986
15766,0.0
15849,10.843806
15933,0.0
16016,11.806329
16099,0.0
16183,10.1615
16266,0.0
16349,11.360811
16433,0.0
16516,11.063087
16599,0.0
16684,11.196383
16766,0.0
16849,11.201437
16933,0.0
17016,10.758978
17099,0.0
17183,8.689042
17266,0.0
17349,6.8312407
17433,0.0
17516,4.993248
17599,0.0
17683,0.7798893
17766,0.0
17849,6.5553308
17933,0.0
18016,10.88687
18099,0.0
18183,11.656455
18266,0.0
18349,10.102149
18433,0.0
18516,10.506844
18599,0.0
18683,11.4626465
18766,0.0
18849,11.589343
18933,0.0
19016,10.892225
19099,0.0
19183,11.460728
19266,0.0
19349,11.11364
19433,0.0
19516,10.949434
19599,0.0
19683,11.560349
19766,0.0
19849,11.207863
19933,0.0
20016,11.437335
20099,0.0
20183,10.977535
20266,0.0
20349,11.107356
20433,0.0
20516,11.139648
20599,0.0
20683,11.456816
20766,0.0
20849,10.909606
20933,0.0
21016,11.984979
21099,0.0
21183,10.96521
21266,0.0
21349,10.993795
21433,0.0
21516,11.208459
21599,0.0
21683,11.141101
21766,0.0
21849,10.979766
21933,0.0
