0,1097.0956,188.23186,0.3926991,0.3926991,0.058762338,0.083102494
1,1096.9984,188.2152,2.094395,0.7404804,0.7819511,0.44654348
2,1096.7764,188.17708,2.094395,0.7404804,1.8085748,0.22614302
3,1096.483,188.12674,2.094395,0.7404804,2.6081111,0.0
4,1096.0902,188.05936,2.094395,0.7404804,3.3903732,0.20171405
5,1095.5852,187.97273,2.094395,0.7404804,4.2290573,0.33540374
6,1094.9613,187.86569,2.094395,0.7404804,5.119563,0.22614296
7,1094.276,187.74808,2.094395,0.7404804,5.9190993,0.0
8,1093.4357,187.60396,2.094395,0.7404804,6.8010883,0.22614312
9,1092.516,187.44621,2.094395,0.7404804,7.6418514,0.29478842
10,1091.5,187.27185,2.094395,0.7404804,8.482614,0.22614312
11,1090.3533,187.07504,2.094395,0.7404804,9.364602,0.0
12,1089.1542,186.86948,2.094395,0.7404804,10.164139,0.22614312
13,1087.8268,186.64174,2.094395,0.7404804,11.004901,0.29478842
14,1086.4026,186.39742,2.094395,0.7404804,11.845663,0.2261428
15,1084.9213,186.14307,2.094395,0.7404804,12.6452,0.0
16,1083.245,185.8557,2.094395,0.7404804,13.527187,0.2261428
17,1081.5571,185.56613,2.094395,0.7404804,14.326724,0.2611276
18,1079.7045,185.24832,2.094395,0.7404804,15.188099,0.25529426
19,1077.8022,184.92163,2.094395,0.7404804,16.008247,0.0
20,1075.7894,184.57672,2.094395,0.7404804,16.828398,0.25529456
21,1073.6265,184.20561,2.094395,0.7404804,17.689772,0.26112682
22,1071.3607,183.81696,2.094395,0.7404804,18.551147,0.2552946
23,1069.0557,183.42096,2.094395,0.7404804,19.371298,0.0
24,1066.6725,183.0126,2.094395,0.7404804,20.170834,0.22614312
25,1064.1312,182.57677,2.094395,0.7404804,21.011595,0.294788
26,1061.4933,182.1241,2.094395,0.7404804,21.852356,0.22614312
27,1058.8275,181.66608,2.094395,0.7404804,22.651894,0.0
28,1055.9081,181.16595,2.094395,0.7404804,23.533882,0.22614247
29,1053.036,180.6732,2.094395,0.7404804,24.333416,0.2611276
30,1049.9545,180.14468,2.094395,0.7404804,25.19479,0.2552939
31,1046.8531,179.61159,2.094395,0.7404804,26.014938,0.0
32,1043.5533,179.04636,2.094395,0.7404804,26.879656,0.20171347
33,1040.3124,178.49057,2.094395,0.7404804,27.668594,0.294788
